title,url,sources,notes,appears_in,appears_in_url
"Annual total clean energy and sustainable recovery measure spending by governments, related mobilised investments and targeted levels in the Sustainable Recovery Plan, 2021-2023",https://www.iea.org/data-and-statistics/charts/annual-total-clean-energy-and-sustainable-recovery-measure-spending-by-governments-related-mobilised-investments-and-targeted-levels-in-the-sustainable-recovery-plan-2021-2023,,,,
"Government and mobilised sustainable recovery spending in July vs. October 2021, annual average, 2021-2023",https://www.iea.org/data-and-statistics/charts/government-and-mobilised-sustainable-recovery-spending-in-july-vs-october-2021-annual-average-2021-2023,,,,
"Additional investment by sector compared with levels in the Sustainable Recovery Plan, annual average from 2021-2023",https://www.iea.org/data-and-statistics/charts/additional-investment-by-sector-compared-with-levels-in-the-sustainable-recovery-plan-annual-average-from-2021-2023,,,,
"Energy-related CO2 emissions under different trajectories, 2018-2023",https://www.iea.org/data-and-statistics/charts/energy-related-co2-emissions-under-different-trajectories-2018-2023,,,,
"Government spending and potential mobilised investment in advanced economies and in emerging and developing economies compared to levels in the Sustainable Recovery Plan, 2021-2023",https://www.iea.org/data-and-statistics/charts/government-spending-and-potential-mobilised-investment-in-advanced-economies-and-in-emerging-and-developing-economies-compared-to-levels-in-the-sustainable-recovery-plan-2021-2023,,,,
Global energy-related CO2 emissions by sector in 2020 and 2050,https://www.iea.org/data-and-statistics/charts/global-energy-related-co2-emissions-by-sector-in-2020-and-2050,,STEPS = Stated Policies Scenario. SDS = Sustainable Development Scenario. NZE = Net Zero Emissions by 2050 Scenario.,,
"Global public energy RD&D budget, low-carbon vs. total, 2015-2020",https://www.iea.org/data-and-statistics/charts/global-public-energy-rd-and-d-budget-low-carbon-vs-total-2015-2020,,,,
"CO2 emissions per capita in selected countries and regions, 2000-2020",https://www.iea.org/data-and-statistics/charts/co2-emissions-per-capita-in-selected-countries-and-regions-2000-2020,,"China here includes the People's Republic of China and Hong Kong, China.",,
"Carbon intensity of electricity generation in selected countries and regions, 2000-2020",https://www.iea.org/data-and-statistics/charts/carbon-intensity-of-electricity-generation-in-selected-countries-and-regions-2000-2020,,"China here includes the People's Republic of China and Hong Kong, China.",,
"Total energy supply per unit of GDP for selected countries and regions, 2000-2020",https://www.iea.org/data-and-statistics/charts/total-energy-supply-per-unit-of-gdp-for-selected-countries-and-regions-2000-2020,,"China here includes the People's Republic of China and Hong Kong, China.",,
"Access to electricity in selected countries and regions, 2000-2019",https://www.iea.org/data-and-statistics/charts/access-to-electricity-in-selected-countries-and-regions-2000-2019,,"China here includes the People's Republic of China and Hong Kong, China.",,
"Global energy-related CO2 emissions in the Stated Policies, Sustainable Development and Net Zero scenarios, 1990-2050",https://www.iea.org/data-and-statistics/charts/global-energy-related-co2-emissions-in-the-stated-policies-sustainable-development-and-net-zero-scenarios-1990-2050,,,,
"Global EV sales share in Stated Policies, Sustainable Development and Net Zero scenarios, 2015-2040",https://www.iea.org/data-and-statistics/charts/global-ev-sales-share-in-stated-policies-sustainable-development-and-net-zero-scenarios-2015-2040,,STEPS = Stated Policies Scenario. SDS = Sustainable Development Scenario. NZE = Net Zero Emissions by 2050 Scenario.,,
"Trajectories of rated fuel economy of new light-duty vehicles against Global Fuel Economy Initiative targets and IEA scenarios, 2005-2050",https://www.iea.org/data-and-statistics/charts/trajectories-of-rated-fuel-economy-of-new-light-duty-vehicles-against-global-fuel-economy-initiative-targets-and-iea-scenarios-2005-2050,IEA Mobility Model (2021 September version).,Rated (tank-to-wheel) fuel economy normalised globally to the Worldwide Harmonized Light-Duty Test Cycle (WLTC).,Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Trajectories of well-to-wheel emissions of light-duty vehicles against Global Fuel Economy Initiative targets and IEA scenarios, 2005-2050",https://www.iea.org/data-and-statistics/charts/trajectories-of-well-to-wheel-emissions-of-light-duty-vehicles-against-global-fuel-economy-initiative-targets-and-iea-scenarios-2005-2050,IEA Mobility Model (2021 September version).,Rated (tank-to-wheel) fuel economy normalised globally to the Worldwide Harmonized Light-Duty Test Cycle (WLTC).,Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Decomposition of fuel consumption trends in the United States, 2010-2019",https://www.iea.org/data-and-statistics/charts/decomposition-of-fuel-consumption-trends-in-the-united-states-2010-2019,IEA analysis based on IHS Markit database.,"Technical improvements refer to the decrease of fuel consumption in each powertrain, excluding the effect of changing vehicle weight and power. (The powertrain comprises the engine, transmission, driveshafts, differential and axles.) Powertrain changes refer to the impact on fuel economy due to changing sales shares of powertrains. Vehicle attributes refer to the change in fuel consumption due to changing vehicle attributes (weight and power). The decomposition methodology is taken from Craglia and Cullen (2019).",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Decomposition of fuel consumption trends in China, 2010-2019",https://www.iea.org/data-and-statistics/charts/decomposition-of-fuel-consumption-trends-in-china-2010-2019,IEA analysis based on IHS Markit database.,"Technical improvements refer to the decrease of fuel consumption in each powertrain, excluding the effect of changing vehicle weight and power. (The powertrain comprises the engine, transmission, driveshafts, differential and axles.) Powertrain changes refer to the impact on fuel economy due to changing sales shares of powertrains. Vehicle attributes refer to the change in fuel consumption due to changing vehicle attributes (weight and power). The decomposition methodology is taken from Craglia and Cullen (2019).",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Decomposition of fuel consumption trends in Europe, 2010-2019",https://www.iea.org/data-and-statistics/charts/decomposition-of-fuel-consumption-trends-in-europe-2010-2019,IEA analysis based on IHS Markit database.,"Technical improvements refer to the decrease of fuel consumption in each powertrain, excluding the effect of changing vehicle weight and power. (The powertrain comprises the engine, transmission, driveshafts, differential and axles.) Powertrain changes refer to the impact on fuel economy due to changing sales shares of powertrains. Vehicle attributes refer to the change in fuel consumption due to changing vehicle attributes (weight and power). The decomposition methodology is taken from Craglia and Cullen (2019). Europe includes France, Germany, Italy and the United Kingdom.",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Decomposition of fuel consumption trends in India, 2010-2019",https://www.iea.org/data-and-statistics/charts/decomposition-of-fuel-consumption-trends-in-india-2010-2019,IEA analysis based on IHS Markit database.,"Technical improvements refer to the decrease of fuel consumption in each powertrain, excluding the effect of changing vehicle weight and power. (The powertrain comprises the engine, transmission, driveshafts, differential and axles.) Powertrain changes refer to the impact on fuel economy due to changing sales shares of powertrains. Vehicle attributes refer to the change in fuel consumption due to changing vehicle attributes (weight and power). The decomposition methodology is taken from Craglia and Cullen (2019).",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Average lifetime emission for vehicles sold, 2019",https://www.iea.org/data-and-statistics/charts/average-lifetime-emission-for-vehicles-sold-2019,"IEA Mobility Model, September 2021 version.","STEPS = Stated Policies Scenario; APS = Announced Pledges Scenario; NZE = Net Zero Emissions by 2050 Scenario; ICE = internal combustion engine; CNG = compressed natural gas; HEV = hybrid electric vehicle; PHEV = plug-in hybrid electric vehicle; BEV = battery electric vehicle; FCEV = fuel cell electric vehicle. Green dots show the global weighted average well-to-wheel greenhouse gas emissions performance. Coloured columns show the range of performance across all five regions covered in detail in this report (China, Europe, the United States, Japan, and developing and emerging countries). Blue dots (2019 STEPS only) show the global weighted average performance of each powertrain in the city car segment (lower bars) and large SUV segment (upper bars), respectively (except for CNG ICE vehicles and FCEVs, where bars show minimum and maximum values across all segments sold).",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
"Rated real-world well-to-wheel greenhouse gas emissions of new light-duty vehicle sales worldwide by size segment, 2019",https://www.iea.org/data-and-statistics/charts/rated-real-world-well-to-wheel-greenhouse-gas-emissions-of-new-light-duty-vehicle-sales-worldwide-by-size-segment-2019,IEA analysis based on IHS Markit and the IEA Mobility Model (2021 September version).,"STEPS = Stated Policies Scenario; APS = Announced Pledges Scenario; NZE = Net Zero Emissions by 2050 Scenario. CCUS = carbon capture utilisation and storage. For FCEVs, the red dots show the well-to-wheel greenhouse gas emissions incurred if hydrogen were to be produced via electrolysis with dedicated renewable sources. The height of the stacked column shows instead total well-to-wheel emissions of fuel cell electric vehicles considering current and projected share of hydrogen production pathways. Therefore, the difference between the red column and the total indicates the theoretical well-to-wheel greenhouse gas emissions reduction potential of FCEVs. The carbon intensity of global electricity generation improves 26% between 2019 and 2030 STEPS and a further 30% between 2030 APS and 2030 STEPS. The utility factor of PHEVs is assumed to improve by six percentage points between 2019 and 2030 STEPS and by a further nine percentage points between 2030 STEPS and 2030 APS. 2019 STEPS considers a vehicle sold in 2019 with well-to-tank intensities evolving in line with the STEPS trajectory, while 2030 APS considers a vehicle sold in 2030 with the well-to-tank intensities evolving in line with the APS trajectories.",Global Fuel Economy Initiative 2021,https://www.iea.org/reports/global-fuel-economy-initiative-2021
