category,title,url,embedding,subtitle
Gender Ratio,Sex ratio at birth by birth order,https://ourworldindata.org/grapher/sex-ratio-at-birth-by-birth-order,"<iframe src=""https://ourworldindata.org/grapher/sex-ratio-at-birth-by-birth-order?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Sex ratio at birth vs. at five years old,https://ourworldindata.org/grapher/sex-ratio-at-birth-vs-five-years-old,"<iframe src=""https://ourworldindata.org/grapher/sex-ratio-at-birth-vs-five-years-old?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Sex ratio by age,https://ourworldindata.org/grapher/sex-ratio-by-age,"<iframe src=""https://ourworldindata.org/grapher/sex-ratio-by-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Sex ratio of five-year-olds,https://ourworldindata.org/grapher/sex-ratio-at-five-years-old,"<iframe src=""https://ourworldindata.org/grapher/sex-ratio-at-five-years-old?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Sex ratio of sixty-year-olds,https://ourworldindata.org/grapher/sex-ratio-at-sixty-years-old,"<iframe src=""https://ourworldindata.org/grapher/sex-ratio-at-sixty-years-old?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Share of the population that is female,https://ourworldindata.org/grapher/share-population-female,"<iframe src=""https://ourworldindata.org/grapher/share-population-female?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,"Share of young women vs. men who are not in education, employment or training",https://ourworldindata.org/grapher/share-of-young-women-vs-men-who-are-not-in-education-employment-or-training,"<iframe src=""https://ourworldindata.org/grapher/share-of-young-women-vs-men-who-are-not-in-education-employment-or-training?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,"Time spent on unpaid care and domestic work, women vs. men",https://ourworldindata.org/grapher/time-spent-in-domestic-work-female-vs-male,"<iframe src=""https://ourworldindata.org/grapher/time-spent-in-domestic-work-female-vs-male?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Gender Ratio,Unemployment rate of men vs. women,https://ourworldindata.org/grapher/unemployment-rate-of-males-vs-females,"<iframe src=""https://ourworldindata.org/grapher/unemployment-rate-of-males-vs-females?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average learning outcomes,https://ourworldindata.org/grapher/average-harmonized-learning-outcome-scores,"<iframe src=""https://ourworldindata.org/grapher/average-harmonized-learning-outcome-scores?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average learning outcomes vs. GDP per capita,https://ourworldindata.org/grapher/learning-outcomes-vs-gdp-per-capita,"<iframe src=""https://ourworldindata.org/grapher/learning-outcomes-vs-gdp-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average learning-adjusted years of schooling,https://ourworldindata.org/grapher/learning-adjusted-years-of-school-lays,"<iframe src=""https://ourworldindata.org/grapher/learning-adjusted-years-of-school-lays?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-old girls and boys in mathematics,https://ourworldindata.org/grapher/pisa-mean-performance-on-the-mathematics-scale-by-sex,"<iframe src=""https://ourworldindata.org/grapher/pisa-mean-performance-on-the-mathematics-scale-by-sex?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-old girls and boys in reading,https://ourworldindata.org/grapher/pisa-mean-performance-on-the-reading-scale-by-sex,"<iframe src=""https://ourworldindata.org/grapher/pisa-mean-performance-on-the-reading-scale-by-sex?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-old girls and boys in sciences,https://ourworldindata.org/grapher/average-performance-of-15-year-old-girls-and-boys-on-the-science-scale,"<iframe src=""https://ourworldindata.org/grapher/average-performance-of-15-year-old-girls-and-boys-on-the-science-scale?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-olds in mathematics,https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-mathematics-scale,"<iframe src=""https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-mathematics-scale?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,"Average performance of 15-year-olds in mathematics, reading, and science",https://ourworldindata.org/grapher/average-performance-of-15-year-olds-in-mathematics-reading-and-science,"<iframe src=""https://ourworldindata.org/grapher/average-performance-of-15-year-olds-in-mathematics-reading-and-science?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-olds in reading,https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-reading-scale,"<iframe src=""https://ourworldindata.org/grapher/pisa-test-score-mean-performance-on-the-reading-scale?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average performance of 15-year-olds in sciences,https://ourworldindata.org/grapher/average-performance-of-15-year-olds-on-the-science-scale,"<iframe src=""https://ourworldindata.org/grapher/average-performance-of-15-year-olds-on-the-science-scale?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling,https://ourworldindata.org/grapher/mean-years-of-schooling-long-run,"<iframe src=""https://ourworldindata.org/grapher/mean-years-of-schooling-long-run?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling,https://ourworldindata.org/grapher/average-years-of-schooling,"<iframe src=""https://ourworldindata.org/grapher/average-years-of-schooling?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling for men,https://ourworldindata.org/grapher/mean-years-of-schooling-male,"<iframe src=""https://ourworldindata.org/grapher/mean-years-of-schooling-male?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling for women,https://ourworldindata.org/grapher/mean-years-of-schooling-female,"<iframe src=""https://ourworldindata.org/grapher/mean-years-of-schooling-female?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling vs. GDP per capita,https://ourworldindata.org/grapher/average-years-of-schooling-vs-gdp-per-capita,"<iframe src=""https://ourworldindata.org/grapher/average-years-of-schooling-vs-gdp-per-capita?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Average years of schooling vs. expected years of schooling,https://ourworldindata.org/grapher/average-schooling-vs-expected-schooling,"<iframe src=""https://ourworldindata.org/grapher/average-schooling-vs-expected-schooling?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Children out of school,https://ourworldindata.org/grapher/number-of-out-of-school-children,"<iframe src=""https://ourworldindata.org/grapher/number-of-out-of-school-children?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Completion rate of lower-secondary education,https://ourworldindata.org/grapher/completion-rate-of-lower-secondary-education,"<iframe src=""https://ourworldindata.org/grapher/completion-rate-of-lower-secondary-education?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Completion rate of primary education,https://ourworldindata.org/grapher/completion-rate-of-primary-education,"<iframe src=""https://ourworldindata.org/grapher/completion-rate-of-primary-education?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Completion rate of upper-secondary education,https://ourworldindata.org/grapher/completion-rate-of-upper-secondary-education-sdg,"<iframe src=""https://ourworldindata.org/grapher/completion-rate-of-upper-secondary-education-sdg?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Duration of compulsory education,https://ourworldindata.org/grapher/duration-of-compulsory-education,"<iframe src=""https://ourworldindata.org/grapher/duration-of-compulsory-education?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Duration of pre-primary education,https://ourworldindata.org/grapher/duration-of-pre-primary-education,"<iframe src=""https://ourworldindata.org/grapher/duration-of-pre-primary-education?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Expected years of schooling,https://ourworldindata.org/grapher/expected-years-of-schooling,"<iframe src=""https://ourworldindata.org/grapher/expected-years-of-schooling?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Expected years of schooling vs. share in extreme poverty,https://ourworldindata.org/grapher/expected-years-of-schooling-vs-share-in-extreme-poverty,"<iframe src=""https://ourworldindata.org/grapher/expected-years-of-schooling-vs-share-in-extreme-poverty?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,"Gender gap in primary, secondary and tertiary education",https://ourworldindata.org/grapher/gender-gap-education-levels,"<iframe src=""https://ourworldindata.org/grapher/gender-gap-education-levels?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Gender parity in net enrolment rates in lower-secondary education,https://ourworldindata.org/grapher/secondary-net-enrollment-gpi,"<iframe src=""https://ourworldindata.org/grapher/secondary-net-enrollment-gpi?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Gender parity in net enrolment rates in primary education,https://ourworldindata.org/grapher/net-enrollment-rate-primary-gender-parity-index-gpi,"<iframe src=""https://ourworldindata.org/grapher/net-enrollment-rate-primary-gender-parity-index-gpi?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Gender parity in primary school life expectancy,https://ourworldindata.org/grapher/school-life-expectancy-primary-gender-parity-index-gpi,"<iframe src=""https://ourworldindata.org/grapher/school-life-expectancy-primary-gender-parity-index-gpi?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Gender ratio for average years of schooling,https://ourworldindata.org/grapher/gender-ratios-for-mean-years-of-schooling,"<iframe src=""https://ourworldindata.org/grapher/gender-ratios-for-mean-years-of-schooling?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Global Education,Girls and boys of primary school age who are out of school,https://ourworldindata.org/grapher/girls-and-boys-of-primary-school-age-who-are-out-of-school,"<iframe src=""https://ourworldindata.org/grapher/girls-and-boys-of-primary-school-age-who-are-out-of-school?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
